sep=;
Datum/Zeit;Energie;Einheit;Energie in Euro;Einheit;CO2-Ausstoss;Einheit;;Ansicht:;1 Monat;;Datum;03.03.2024 08-56 Uhr
1.2.;0,304;kWh;0,13;Euro;0,167;kg CO2
2.2.;0,303;kWh;0,13;Euro;0,167;kg CO2
3.2.;0,303;kWh;0,13;Euro;0,167;kg CO2
4.2.;1,748;kWh;0,73;Euro;0,961;kg CO2
5.2.;0,892;kWh;0,37;Euro;0,491;kg CO2
6.2.;1,365;kWh;0,57;Euro;0,751;kg CO2
7.2.;0,956;kWh;0,40;Euro;0,526;kg CO2
8.2.;0,969;kWh;0,41;Euro;0,533;kg CO2
9.2.;0,445;kWh;0,19;Euro;0,245;kg CO2
10.2.;1,141;kWh;0,48;Euro;0,628;kg CO2
11.2.;1,621;kWh;0,68;Euro;0,892;kg CO2
12.2.;1,112;kWh;0,47;Euro;0,612;kg CO2
13.2.;1,173;kWh;0,49;Euro;0,645;kg CO2
14.2.;1,626;kWh;0,68;Euro;0,894;kg CO2
15.2.;0,918;kWh;0,39;Euro;0,505;kg CO2
16.2.;1,655;kWh;0,69;Euro;0,910;kg CO2
17.2.;0,872;kWh;0,37;Euro;0,480;kg CO2
18.2.;0,766;kWh;0,32;Euro;0,421;kg CO2
19.2.;1,010;kWh;0,42;Euro;0,556;kg CO2
20.2.;1,285;kWh;0,54;Euro;0,707;kg CO2
21.2.;1,013;kWh;0,43;Euro;0,557;kg CO2
22.2.;0,994;kWh;0,42;Euro;0,547;kg CO2
23.2.;1,033;kWh;0,43;Euro;0,568;kg CO2
24.2.;0,900;kWh;0,38;Euro;0,495;kg CO2
25.2.;1,284;kWh;0,54;Euro;0,706;kg CO2
26.2.;1,962;kWh;0,82;Euro;1,079;kg CO2
27.2.;1,140;kWh;0,48;Euro;0,627;kg CO2
28.2.;1,001;kWh;0,42;Euro;0,551;kg CO2
1.3.;1,623;kWh;0,68;Euro;0,893;kg CO2
2.3.;1,046;kWh;0,44;Euro;0,575;kg CO2
3.3.;0,618;kWh;0,26;Euro;0,340;kg CO2
