sep=;
Datum/Zeit;Energie;Einheit;Energie in Euro;Einheit;CO2-Ausstoss;Einheit;;Ansicht:;1 Monat;;Datum;28.01.2025 12-16 Uhr
29.12.;0,138;kWh;0,06;Euro;0,076;kg CO2
30.12.;0,139;kWh;0,06;Euro;0,076;kg CO2
31.12.;0,139;kWh;0,06;Euro;0,076;kg CO2
1.1.;0,138;kWh;0,06;Euro;0,076;kg CO2
2.1.;0,138;kWh;0,06;Euro;0,076;kg CO2
3.1.;0,139;kWh;0,06;Euro;0,076;kg CO2
4.1.;0,138;kWh;0,06;Euro;0,076;kg CO2
5.1.;0,893;kWh;0,37;Euro;0,491;kg CO2
6.1.;1,190;kWh;0,50;Euro;0,655;kg CO2
7.1.;1,037;kWh;0,44;Euro;0,570;kg CO2
8.1.;0,755;kWh;0,32;Euro;0,415;kg CO2
9.1.;0,849;kWh;0,36;Euro;0,467;kg CO2
10.1.;0,702;kWh;0,29;Euro;0,386;kg CO2
11.1.;0,244;kWh;0,10;Euro;0,134;kg CO2
12.1.;1,136;kWh;0,48;Euro;0,625;kg CO2
13.1.;0,804;kWh;0,34;Euro;0,442;kg CO2
14.1.;0,880;kWh;0,37;Euro;0,484;kg CO2
15.1.;0,735;kWh;0,31;Euro;0,404;kg CO2
16.1.;1,017;kWh;0,43;Euro;0,559;kg CO2
17.1.;1,090;kWh;0,46;Euro;0,600;kg CO2
18.1.;1,218;kWh;0,51;Euro;0,670;kg CO2
19.1.;1,201;kWh;0,50;Euro;0,661;kg CO2
20.1.;0,140;kWh;0,06;Euro;0,077;kg CO2
21.1.;0,139;kWh;0,06;Euro;0,076;kg CO2
22.1.;0,151;kWh;0,06;Euro;0,083;kg CO2
23.1.;0,142;kWh;0,06;Euro;0,078;kg CO2
24.1.;0,142;kWh;0,06;Euro;0,078;kg CO2
25.1.;0,142;kWh;0,06;Euro;0,078;kg CO2
26.1.;0,154;kWh;0,06;Euro;0,085;kg CO2
27.1.;0,984;kWh;0,41;Euro;0,541;kg CO2
28.1.;0,290;kWh;0,12;Euro;0,160;kg CO2
