sep=;
Datum/Zeit;Energie;Einheit;Energie in Euro;Einheit;CO2-Ausstoss;Einheit;;Ansicht:;24 Stunden;;Datum;29.05.2025 18-00 Uhr
18:15;30,000;Wh;0,01;Euro;0,016;kg CO2
18:30;30,000;Wh;0,01;Euro;0,016;kg CO2
18:45;29,000;Wh;0,01;Euro;0,016;kg CO2
19:00;30,000;Wh;0,01;Euro;0,016;kg CO2
19:15;20,000;Wh;0,01;Euro;0,011;kg CO2
19:30;18,000;Wh;0,01;Euro;0,010;kg CO2
19:45;18,000;Wh;0,01;Euro;0,010;kg CO2
20:00;18,000;Wh;0,01;Euro;0,010;kg CO2
20:15;18,000;Wh;0,01;Euro;0,010;kg CO2
20:30;17,000;Wh;0,01;Euro;0,009;kg CO2
20:45;18,000;Wh;0,01;Euro;0,010;kg CO2
21:00;19,000;Wh;0,01;Euro;0,010;kg CO2
21:15;32,000;Wh;0,01;Euro;0,018;kg CO2
21:30;29,000;Wh;0,01;Euro;0,016;kg CO2
21:45;24,000;Wh;0,01;Euro;0,013;kg CO2
22:00;3,000;Wh;0,00;Euro;0,002;kg CO2
22:15;3,000;Wh;0,00;Euro;0,002;kg CO2
22:30;2,000;Wh;0,00;Euro;0,001;kg CO2
22:45;2,000;Wh;0,00;Euro;0,001;kg CO2
23:00;2,000;Wh;0,00;Euro;0,001;kg CO2
23:15;3,000;Wh;0,00;Euro;0,002;kg CO2
23:30;2,000;Wh;0,00;Euro;0,001;kg CO2
23:45;3,000;Wh;0,00;Euro;0,002;kg CO2
0:00;2,000;Wh;0,00;Euro;0,001;kg CO2
0:15;2,000;Wh;0,00;Euro;0,001;kg CO2
0:30;3,000;Wh;0,00;Euro;0,002;kg CO2
0:45;2,000;Wh;0,00;Euro;0,001;kg CO2
1:00;2,000;Wh;0,00;Euro;0,001;kg CO2
1:15;2,000;Wh;0,00;Euro;0,001;kg CO2
1:30;3,000;Wh;0,00;Euro;0,002;kg CO2
1:45;2,000;Wh;0,00;Euro;0,001;kg CO2
