sep=;
Datum/Zeit;Energie;Einheit;Energie in Euro;Einheit;CO2-Ausstoss;Einheit;;Ansicht:;1 Monat;;Datum;29.03.2025 07-49 Uhr
27.2.;1,404;kWh;0,59;Euro;0,772;kg CO2
28.2.;0,820;kWh;0,34;Euro;0,451;kg CO2
1.3.;1,094;kWh;0,46;Euro;0,602;kg CO2
2.3.;1,924;kWh;0,81;Euro;1,058;kg CO2
3.3.;0,732;kWh;0,31;Euro;0,403;kg CO2
4.3.;1,610;kWh;0,68;Euro;0,886;kg CO2
5.3.;0,831;kWh;0,35;Euro;0,457;kg CO2
6.3.;0,873;kWh;0,37;Euro;0,480;kg CO2
7.3.;0,907;kWh;0,38;Euro;0,499;kg CO2
8.3.;1,330;kWh;0,56;Euro;0,732;kg CO2
9.3.;1,758;kWh;0,74;Euro;0,967;kg CO2
10.3.;2,127;kWh;0,89;Euro;1,170;kg CO2
11.3.;0,807;kWh;0,34;Euro;0,444;kg CO2
12.3.;0,996;kWh;0,42;Euro;0,548;kg CO2
13.3.;1,167;kWh;0,49;Euro;0,642;kg CO2
14.3.;1,126;kWh;0,47;Euro;0,619;kg CO2
15.3.;1,917;kWh;0,80;Euro;1,054;kg CO2
16.3.;1,549;kWh;0,65;Euro;0,852;kg CO2
17.3.;0,139;kWh;0,06;Euro;0,076;kg CO2
18.3.;0,137;kWh;0,06;Euro;0,075;kg CO2
19.3.;0,412;kWh;0,17;Euro;0,227;kg CO2
20.3.;0,140;kWh;0,06;Euro;0,077;kg CO2
21.3.;0,173;kWh;0,07;Euro;0,095;kg CO2
22.3.;1,493;kWh;0,63;Euro;0,821;kg CO2
23.3.;1,237;kWh;0,52;Euro;0,680;kg CO2
24.3.;1,802;kWh;0,76;Euro;0,991;kg CO2
25.3.;2,210;kWh;0,93;Euro;1,215;kg CO2
26.3.;2,228;kWh;0,94;Euro;1,225;kg CO2
27.3.;0,916;kWh;0,38;Euro;0,504;kg CO2
28.3.;0,931;kWh;0,39;Euro;0,512;kg CO2
29.3.;0,115;kWh;0,05;Euro;0,063;kg CO2
