sep=;
Datum/Zeit;Energie;Einheit;Energie in Euro;Einheit;CO2-Ausstoss;Einheit;;Ansicht:;24 Stunden;;Datum;29.05.2025 17-52 Uhr
18:00;30,000;Wh;0,01;Euro;0,016;kg CO2
18:15;30,000;Wh;0,01;Euro;0,016;kg CO2
18:30;29,000;Wh;0,01;Euro;0,016;kg CO2
18:45;30,000;Wh;0,01;Euro;0,016;kg CO2
19:00;20,000;Wh;0,01;Euro;0,011;kg CO2
19:15;18,000;Wh;0,01;Euro;0,010;kg CO2
19:30;18,000;Wh;0,01;Euro;0,010;kg CO2
19:45;18,000;Wh;0,01;Euro;0,010;kg CO2
20:00;18,000;Wh;0,01;Euro;0,010;kg CO2
20:15;17,000;Wh;0,01;Euro;0,009;kg CO2
20:30;18,000;Wh;0,01;Euro;0,010;kg CO2
20:45;19,000;Wh;0,01;Euro;0,010;kg CO2
21:00;32,000;Wh;0,01;Euro;0,018;kg CO2
21:15;29,000;Wh;0,01;Euro;0,016;kg CO2
21:30;24,000;Wh;0,01;Euro;0,013;kg CO2
21:45;3,000;Wh;0,00;Euro;0,002;kg CO2
22:00;3,000;Wh;0,00;Euro;0,002;kg CO2
22:15;2,000;Wh;0,00;Euro;0,001;kg CO2
22:30;2,000;Wh;0,00;Euro;0,001;kg CO2
22:45;2,000;Wh;0,00;Euro;0,001;kg CO2
23:00;3,000;Wh;0,00;Euro;0,002;kg CO2
23:15;2,000;Wh;0,00;Euro;0,001;kg CO2
23:30;3,000;Wh;0,00;Euro;0,002;kg CO2
23:45;2,000;Wh;0,00;Euro;0,001;kg CO2
0:00;2,000;Wh;0,00;Euro;0,001;kg CO2
0:15;3,000;Wh;0,00;Euro;0,002;kg CO2
0:30;2,000;Wh;0,00;Euro;0,001;kg CO2
0:45;2,000;Wh;0,00;Euro;0,001;kg CO2
1:00;2,000;Wh;0,00;Euro;0,001;kg CO2
1:15;3,000;Wh;0,00;Euro;0,002;kg CO2
1:30;2,000;Wh;0,00;Euro;0,001;kg CO2
1:45;3,000;Wh;0,00;Euro;0,002;kg CO2
2:00;2,000;Wh;0,00;Euro;0,001;kg CO2
2:15;2,000;Wh;0,00;Euro;0,001;kg CO2
2:30;2,000;Wh;0,00;Euro;0,001;kg CO2
2:45;3,000;Wh;0,00;Euro;0,002;kg CO2
3:00;2,000;Wh;0,00;Euro;0,001;kg CO2
3:15;3,000;Wh;0,00;Euro;0,002;kg CO2
3:30;2,000;Wh;0,00;Euro;0,001;kg CO2
3:45;3,000;Wh;0,00;Euro;0,002;kg CO2
4:00;2,000;Wh;0,00;Euro;0,001;kg CO2
4:15;3,000;Wh;0,00;Euro;0,002;kg CO2
4:30;2,000;Wh;0,00;Euro;0,001;kg CO2
4:45;3,000;Wh;0,00;Euro;0,002;kg CO2
5:00;2,000;Wh;0,00;Euro;0,001;kg CO2
5:15;2,000;Wh;0,00;Euro;0,001;kg CO2
5:30;3,000;Wh;0,00;Euro;0,002;kg CO2
5:45;2,000;Wh;0,00;Euro;0,001;kg CO2
6:00;3,000;Wh;0,00;Euro;0,002;kg CO2
6:15;2,000;Wh;0,00;Euro;0,001;kg CO2
6:30;21,000;Wh;0,01;Euro;0,012;kg CO2
6:45;25,000;Wh;0,01;Euro;0,014;kg CO2
7:00;24,000;Wh;0,01;Euro;0,013;kg CO2
7:15;24,000;Wh;0,01;Euro;0,013;kg CO2
7:30;21,000;Wh;0,01;Euro;0,012;kg CO2
7:45;23,000;Wh;0,01;Euro;0,013;kg CO2
8:00;25,000;Wh;0,01;Euro;0,014;kg CO2
8:15;25,000;Wh;0,01;Euro;0,014;kg CO2
8:30;17,000;Wh;0,01;Euro;0,009;kg CO2
8:45;14,000;Wh;0,01;Euro;0,008;kg CO2
9:00;14,000;Wh;0,01;Euro;0,008;kg CO2
9:15;14,000;Wh;0,01;Euro;0,008;kg CO2
9:30;13,000;Wh;0,01;Euro;0,007;kg CO2
9:45;14,000;Wh;0,01;Euro;0,008;kg CO2
10:00;14,000;Wh;0,01;Euro;0,008;kg CO2
10:15;14,000;Wh;0,01;Euro;0,008;kg CO2
10:30;14,000;Wh;0,01;Euro;0,008;kg CO2
10:45;14,000;Wh;0,01;Euro;0,008;kg CO2
11:00;14,000;Wh;0,01;Euro;0,008;kg CO2
11:15;13,000;Wh;0,01;Euro;0,007;kg CO2
11:30;14,000;Wh;0,01;Euro;0,008;kg CO2
11:45;14,000;Wh;0,01;Euro;0,008;kg CO2
